entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,settlement_utr,description,notes,payment_id,order_id,order_receipt,method,international,conversion_rate,base_amount,base_currency,refund_id
pay_EDS13tYjKMbRIt,payment,0.00,5404167.66,58784.11,EUR,168074.88,30253.48,N,Y,2026-08-26,2026-08-28,setl_Sbe137GZq81U5L,6IEMT9NT4DMPYVBP,Payment for INV-2026-M00150,INV-2026-M00150,pay_EDS13tYjKMbRIt,order_dlgQwAWyrl8lUn,INV-2026-M00150,card,Y,95.3063,5602496.02,INR,
pay_ALFNRZreAY49mE,payment,0.00,32893.18,33688.22,INR,673.76,121.28,N,Y,2026-08-25,2026-08-27,setl_eJregbIkv9fjLU,D8KOSNRBM97IITBK,Payment for INV-2026-M00151,INV-2026-M00151,pay_ALFNRZreAY49mE,order_sJwog4WezMzPxa,INV-2026-M00151,upi,N,,33688.22,INR,
pay_PLXQG32zjwqkya,payment,0.00,1576827.10,17207.79,EUR,49040.86,8827.35,N,Y,2026-08-23,2026-08-25,setl_cNIiMmrpp8K8IT,J2SR8QOIBM0PD8M6,Payment for INV-2026-M00152,INV-2026-M00152,pay_PLXQG32zjwqkya,order_BmWBhX4kymIfVq,INV-2026-M00152,card,Y,94.9974,1634695.31,INR,
pay_Pgfgb7jZv7m73o,payment,0.00,35581.55,36441.57,INR,728.83,131.19,N,Y,2026-08-24,2026-08-26,setl_cjWAwYibpssgfn,PQAUDVO9MF0KXIYH,Payment for INV-2026-M00153,INV-2026-M00153,pay_Pgfgb7jZv7m73o,order_GaeelfrqMjdkyR,INV-2026-M00153,card,N,,36441.57,INR,
pay_f64QLrFQWR7KWF,payment,0.00,921394.42,10951.14,USD,28656.26,5158.13,N,Y,2026-08-17,2026-08-19,setl_lwIfx6xBOdcFTb,GJE42CXQ1JARZKCY,Payment for INV-2026-M00154,INV-2026-M00154,pay_f64QLrFQWR7KWF,order_HcH8viSqh3nNIu,INV-2026-M00154,card,Y,87.2246,955208.81,INR,
pay_dmbEjO9RgLKN0Q,payment,0.00,9256.20,9479.93,INR,189.60,34.13,N,Y,2026-08-02,2026-08-04,setl_6EDoRZQqT4eMgU,V1M7PF6RUOOF2MAQ,Payment for INV-2026-M00155,INV-2026-M00155,pay_dmbEjO9RgLKN0Q,order_6yP9xNSxazhftf,INV-2026-M00155,netbanking,N,,9479.93,INR,
pay_dQEMH9VtUJZ74J,payment,0.00,36079.08,36951.12,INR,739.02,133.02,N,Y,2026-08-12,2026-08-14,setl_71j23pyDw8WFdl,31X29RP6FT9IZWG0,Payment for INV-2026-M00156,INV-2026-M00156,pay_dQEMH9VtUJZ74J,order_wqxcAfI6RSb5Ls,INV-2026-M00156,upi,N,,36951.12,INR,
pay_FVmlD13BK224BI,payment,0.00,2944.13,3015.30,INR,60.31,10.86,N,Y,2026-08-02,2026-08-04,setl_hKsWqeiUzWkwUi,NVV59ABG3LBMND8R,Payment for INV-2026-M00157,INV-2026-M00157,pay_FVmlD13BK224BI,order_IK9acXLKa9XIqa,INV-2026-M00157,upi,N,,3015.30,INR,
pay_jIE0Z6K1sQiSac,payment,0.00,4850971.96,52585.17,EUR,150869.96,27156.59,N,Y,2026-08-14,2026-08-16,setl_Fr3KjerAvwdK47,SE56FUIET3OZX22Z,Payment for INV-2026-M00158,INV-2026-M00158,pay_jIE0Z6K1sQiSac,order_GVy23NYUKENzVo,INV-2026-M00158,card,Y,95.6353,5028998.51,INR,
pay_Qnhtr1CtC11dlL,payment,0.00,38408.10,39336.44,INR,786.73,141.61,N,Y,2026-08-25,2026-08-27,setl_7rvmHiFTTJXgr8,4SX6MFWJGCJZN40S,Payment for INV-2026-M00159,INV-2026-M00159,pay_Qnhtr1CtC11dlL,order_uFXxkcG0Fe9pbg,INV-2026-M00159,upi,N,,39336.44,INR,
pay_nRmaA3qGQaON8T,payment,0.00,2893811.71,31408.05,EUR,90000.36,16200.06,N,Y,2026-08-08,2026-08-10,setl_y8LZU5fxlgUuxn,LJFJE5X1XL7AL0VV,Payment for INV-2026-M00160,INV-2026-M00160,pay_nRmaA3qGQaON8T,order_uPfzfK648mhXeI,INV-2026-M00160,card,Y,95.5173,3000012.13,INR,
pay_59XhOoF9bFYjm4,payment,0.00,35540.03,36399.05,INR,727.98,131.04,N,Y,2026-08-05,2026-08-07,setl_1oJVbZTHfvpvBQ,OQUNYYCQACABUVWA,Payment for INV-2026-M00161,INV-2026-M00161,pay_59XhOoF9bFYjm4,order_ZXTnQBmfadSHDW,INV-2026-M00161,card,N,,36399.05,INR,
pay_TSHbgJg81mfofp,payment,0.00,38997.74,39940.34,INR,798.81,143.79,N,Y,2026-08-04,2026-08-06,setl_6BtYSGCHTpAyql,9ACR7ZVPITO8SJXU,Payment for INV-2026-M00162,INV-2026-M00162,pay_TSHbgJg81mfofp,order_QSVGQHWDq0Ln5x,INV-2026-M00162,upi,N,,39940.34,INR,
pay_NAogGyq3LPGOgm,payment,0.00,2503.47,2563.98,INR,51.28,9.23,N,Y,2026-08-09,2026-08-11,setl_TpXzT3q10QvZof,YDA1MI9K0AEOIO0E,Payment for INV-2026-M00163,INV-2026-M00163,pay_NAogGyq3LPGOgm,order_KTpEAJ3hdknLBt,INV-2026-M00163,card,N,,2563.98,INR,
pay_fFzjPpsT4gFcik,payment,0.00,4183.55,4284.66,INR,85.69,15.42,N,Y,2026-08-10,2026-08-12,setl_gqd4BTavtde07x,NFYIVHF7YXTIGG9C,Payment for INV-2026-M00164,INV-2026-M00164,pay_fFzjPpsT4gFcik,order_yTzDLJE0agVM9u,INV-2026-M00164,upi,N,,4284.66,INR,
pay_CazgzpGjKVNYtD,payment,0.00,22842.36,23394.47,INR,467.89,84.22,N,Y,2026-08-14,2026-08-16,setl_UVInobI1tgkFTA,RMFLCOJTXN3B8EB8,Payment for INV-2026-M00165,INV-2026-M00165,pay_CazgzpGjKVNYtD,order_RtvDzmh9sC8eva,INV-2026-M00165,card,N,,23394.47,INR,
pay_AH1tsWozesdumB,payment,0.00,22842.37,23394.48,INR,467.89,84.22,N,Y,2026-08-25,2026-08-27,setl_sf92SHAEXFvxCz,ERF45TV2ZIJWHMFB,Payment for INV-2026-M00166,INV-2026-M00166,pay_AH1tsWozesdumB,order_0x8B7qvMAXJZq7,INV-2026-M00166,upi,N,,23394.48,INR,
pay_u8GSTefzz6hT4Y,payment,0.00,24273.12,24859.82,INR,497.20,89.50,N,Y,2026-08-23,2026-08-25,setl_0oIEKdtNmw2U8a,14Z6JKMLIJMG4TPI,Payment for INV-2026-M00167,INV-2026-M00167,pay_u8GSTefzz6hT4Y,order_yl2O9UuBIVF4Q1,INV-2026-M00167,upi,N,,24859.82,INR,
pay_bhy4T3n8ojJvEA,payment,0.00,26560.74,27202.72,INR,544.05,97.93,N,Y,2026-08-25,2026-08-27,setl_qAtjDFnr7C7RS1,0GXATFS8I336TI4K,Payment for INV-2026-M00168,INV-2026-M00168,pay_bhy4T3n8ojJvEA,order_sTXhBt3hcBPzV2,INV-2026-M00168,card,N,,27202.72,INR,
pay_LF5u56oV7f343J,payment,0.00,34247.56,35075.34,INR,701.51,126.27,N,Y,2026-08-11,2026-08-13,setl_xbvTKx7lvnzYRV,ZSNCQLQIEQCJ4H55,Payment for INV-2026-M00169,INV-2026-M00169,pay_LF5u56oV7f343J,order_6cVW7fXMETygH7,INV-2026-M00169,upi,N,,35075.34,INR,
pay_AHPexp9TD22rZI,payment,0.00,14977.48,15339.49,INR,306.79,55.22,N,Y,2026-08-02,2026-08-04,setl_xjHE7SVZkZ7Gfn,E3VZD30002DENL84,Payment for INV-2026-M00170,INV-2026-M00170,pay_AHPexp9TD22rZI,order_aswqR0xX0mZYaa,INV-2026-M00170,netbanking,N,,15339.49,INR,
pay_Q9QhRxzX9RyWdf,payment,0.00,18539.61,18987.72,INR,379.75,68.36,N,Y,2026-08-18,2026-08-20,setl_J7BdxfUUevCYaG,7W2TFMOLHA2FT5F9,Payment for INV-2026-M00171,INV-2026-M00171,pay_Q9QhRxzX9RyWdf,order_fLkgTo0Zz9ngP0,INV-2026-M00171,card,N,,18987.72,INR,
pay_Dwnv7drKapC0vt,payment,0.00,2199423.12,26166.64,USD,68404.20,12312.76,N,Y,2026-08-16,2026-08-18,setl_6q794kjf4Q9zeH,YZ30USRGKQDNNSCG,Payment for INV-2026-M00172,INV-2026-M00172,pay_Dwnv7drKapC0vt,order_tT1G2G4SCllOY0,INV-2026-M00172,card,Y,87.1392,2280140.08,INR,
pay_rtjdpiB3tym40x,payment,0.00,11348.00,11622.29,INR,232.45,41.84,N,Y,2026-08-17,2026-08-19,setl_KZCFziwfQfKL5f,LGPQTD081N8N1M0H,Payment for INV-2026-M00173,INV-2026-M00173,pay_rtjdpiB3tym40x,order_Lt6V1l5VRz1ttz,INV-2026-M00173,card,N,,11622.29,INR,
pay_tzXeQyoHj1x0AF,payment,0.00,20313.51,20804.50,INR,416.09,74.90,N,Y,2026-08-13,2026-08-15,setl_LRQCmjqnJdTJDT,7O9UGB6QGMGW6U53,Payment for INV-2026-M00174,INV-2026-M00174,pay_tzXeQyoHj1x0AF,order_hcWOCJ14eIcDrR,INV-2026-M00174,upi,N,,20804.50,INR,
pay_ojAojGaLpbA5wa,payment,0.00,22572.13,23117.70,INR,462.35,83.22,N,Y,2026-08-15,2026-08-17,setl_0iY4zjazuXKFvZ,R7HMJ5MCLHCALECE,Payment for INV-2026-M00175,INV-2026-M00175,pay_ojAojGaLpbA5wa,order_L6FFaiTJbCFMrH,INV-2026-M00175,upi,N,,23117.70,INR,
pay_FR2oGiBTrqW8Gd,payment,0.00,13909.03,14245.21,INR,284.90,51.28,N,Y,2026-08-15,2026-08-17,setl_oc6LYqnTtKOt4E,TRQAB5R9K9144PUW,Payment for INV-2026-M00176,INV-2026-M00176,pay_FR2oGiBTrqW8Gd,order_YbsvII7xPcPMcm,INV-2026-M00176,netbanking,N,,14245.21,INR,
pay_1gZVJ9cxgvHYNm,payment,0.00,1478669.26,17578.04,USD,45988.06,8277.85,N,Y,2026-08-24,2026-08-26,setl_4vUVz523OTJ39N,WUYP74MHA75V0783,Payment for INV-2026-M00177,INV-2026-M00177,pay_1gZVJ9cxgvHYNm,order_RakvdUmLh9e4e6,INV-2026-M00177,card,Y,87.2074,1532935.17,INR,
pay_b8kd85FMSmMvkX,payment,0.00,26898.99,27549.15,INR,550.98,99.18,N,Y,2026-08-13,2026-08-15,setl_q1ioiImVF2C4pn,WQLUDP7TUXZSB8BQ,Payment for INV-2026-M00178,INV-2026-M00178,pay_b8kd85FMSmMvkX,order_sZiihqls9fkYvA,INV-2026-M00178,netbanking,N,,27549.15,INR,
pay_vehj0jKlhYExLH,payment,0.00,29722.86,30441.28,INR,608.83,109.59,N,Y,2026-08-04,2026-08-06,setl_nrT7LDjobyrh4d,BFUOYPPDYMMKUEMS,Payment for INV-2026-M00179,INV-2026-M00179,pay_vehj0jKlhYExLH,order_rWa8dVRyq5XFVD,INV-2026-M00179,card,N,,30441.28,INR,
pay_qYA95Gx9nJXzpS,payment,0.00,24744.00,25342.07,INR,506.84,91.23,N,Y,2026-08-07,2026-08-09,setl_JnbPvaRPTWCofa,7XWYT2FZUBIISR1V,Payment for INV-2026-M00180,INV-2026-M00180,pay_qYA95Gx9nJXzpS,order_iOYbK8jlBZ2r8i,INV-2026-M00180,card,N,,25342.07,INR,
pay_6jMvPVmkdENK7R,payment,0.00,16685.86,17089.16,INR,341.78,61.52,N,Y,2026-08-10,2026-08-12,setl_V0a8EVzlaYRn3O,32VT456HLF2QJK7O,Payment for INV-2026-M00181,INV-2026-M00181,pay_6jMvPVmkdENK7R,order_D5OlUzNLa9X9s2,INV-2026-M00181,netbanking,N,,17089.16,INR,
pay_vLihTEJedkD4gW,payment,0.00,2757.62,2824.28,INR,56.49,10.17,N,Y,2026-08-17,2026-08-19,setl_kb2ILa0GZqvksK,2Z89TUS5A0RVXV3E,Payment for INV-2026-M00182,INV-2026-M00182,pay_vLihTEJedkD4gW,order_yyterLj4EOocX3,INV-2026-M00182,card,N,,2824.28,INR,
pay_p5RPYqdf1byF7f,payment,0.00,17352.59,17772.01,INR,355.44,63.98,N,Y,2026-08-25,2026-08-27,setl_Ci6arTCUTUY779,IBZ4D2NQUR0ZU7MC,Payment for INV-2026-M00183,INV-2026-M00183,pay_p5RPYqdf1byF7f,order_yhakjLWcCw8y2q,INV-2026-M00183,card,N,,17772.01,INR,
pay_SBOwclAQ9pgqz8,payment,0.00,2322.82,2378.96,INR,47.58,8.56,N,Y,2026-08-06,2026-08-08,setl_5WgL70r12BRUby,CQCYEYQ13EP11P1H,Payment for INV-2026-M00184,INV-2026-M00184,pay_SBOwclAQ9pgqz8,order_vM43E1isCYSRM9,INV-2026-M00184,upi,N,,2378.96,INR,
pay_ZHRtR79jT8vwir,payment,0.00,14716.80,15072.51,INR,301.45,54.26,N,Y,2026-08-13,2026-08-15,setl_OUsT3vQGQ6KCuU,6EYOSLAENYRJF1ZO,Payment for INV-2026-M00185,INV-2026-M00185,pay_ZHRtR79jT8vwir,order_Oj1nOFOnOn8C43,INV-2026-M00185,upi,N,,15072.51,INR,
pay_I85TbkBOi3sqGG,payment,0.00,35205.51,36056.44,INR,721.13,129.80,N,Y,2026-08-17,2026-08-19,setl_PWxT2DvQiSvmIi,W49Y1017D1K98Q20,Payment for INV-2026-M00186,INV-2026-M00186,pay_I85TbkBOi3sqGG,order_fDLZVouYAE79Dl,INV-2026-M00186,card,N,,36056.44,INR,
pay_1ybbqpDG17BWVY,payment,0.00,36436.16,37316.84,INR,746.34,134.34,N,Y,2026-08-16,2026-08-18,setl_p297bVVsTgalkO,H7FSTVRGR3EN0VCI,Payment for INV-2026-M00187,INV-2026-M00187,pay_1ybbqpDG17BWVY,order_HtRGHDgJHO5baW,INV-2026-M00187,card,N,,37316.84,INR,
pay_lejP4GLCYNu6sM,payment,0.00,17064.18,17476.63,INR,349.53,62.92,N,Y,2026-08-13,2026-08-15,setl_YikqmQCRlihWrI,XNOZC0B1CWAQU6NH,Payment for INV-2026-M00188,INV-2026-M00188,pay_lejP4GLCYNu6sM,order_WICGPzIsJTVrSc,INV-2026-M00188,card,N,,17476.63,INR,
pay_oOPDqK4HoX1A5a,payment,0.00,51711.31,52961.19,INR,1059.22,190.66,N,Y,2026-08-06,2026-08-08,setl_qTqMGrMO5xByj0,HFPZQTSAZ39IOM3V,Payment for INV-2026-M00189,INV-2026-M00189,pay_oOPDqK4HoX1A5a,order_dOpUdaQGUvSjYV,INV-2026-M00189,card,N,,52961.19,INR,
pay_xyI6eMy2haSJzI,payment,0.00,51711.31,52961.19,INR,1059.22,190.66,N,Y,2026-08-13,2026-08-15,setl_mzRZAuGr2bQXAX,89S6XOE0U93HL472,Payment for INV-2026-M00190,INV-2026-M00190,pay_xyI6eMy2haSJzI,order_2xNqehzWtSAf4W,INV-2026-M00190,card,N,,52961.19,INR,
pay_pogTQo7MoSOYaq,payment,0.00,36229.79,37105.48,INR,742.11,133.58,N,Y,2026-08-15,2026-08-17,setl_8IK3t8wna1ffgt,KUDCV7ORFM5KK23P,Payment for INV-2026-M00191,INV-2026-M00191,pay_pogTQo7MoSOYaq,order_uwkz75Tn62edNS,INV-2026-M00191,upi,N,,37105.48,INR,
pay_QAK05XTmucqqSh,payment,0.00,27978.22,28654.47,INR,573.09,103.16,N,Y,2026-08-16,2026-08-18,setl_en4KmvW3tnNiw4,8H3SIZQP7RX0L9UA,Payment for INV-2026-M00192,INV-2026-M00192,pay_QAK05XTmucqqSh,order_q0gg5Ew0sTMZcc,INV-2026-M00192,card,N,,28654.47,INR,
pay_wINlWDpbxIEyH0,payment,0.00,14579.79,14932.19,INR,298.64,53.76,N,Y,2026-08-12,2026-08-14,setl_7vD63F0deeYyYI,SHRQI7WPHWQNWD6N,Payment for INV-2026-M00193,INV-2026-M00193,pay_wINlWDpbxIEyH0,order_LpH1eh7h8CZWTF,INV-2026-M00193,netbanking,N,,14932.19,INR,
pay_V9OXWH6a3Gs88y,payment,0.00,23665.33,24237.34,INR,484.75,87.26,N,Y,2026-08-25,2026-08-27,setl_yJYuVqMUIPRaqe,6WZ0TSJ4VADH7Y1H,Payment for INV-2026-M00194,INV-2026-M00194,pay_V9OXWH6a3Gs88y,order_L8CzNfcF9t2vb1,INV-2026-M00194,netbanking,N,,24237.34,INR,
pay_A3JpfL0EOJwSOh,payment,0.00,6111.15,6258.86,INR,125.18,22.53,N,Y,2026-08-10,2026-08-12,setl_HDz8SNQ9wC5Npy,0HBUWSFJWXSMNCSE,Payment for INV-2026-M00195,INV-2026-M00195,pay_A3JpfL0EOJwSOh,order_qU3nAZuEh6dPAB,INV-2026-M00195,upi,N,,6258.86,INR,
pay_XcofyA2enYNv6I,payment,0.00,36509.46,37391.91,INR,747.84,134.61,N,Y,2026-08-05,2026-08-07,setl_PzbJHX9BV0uMQ0,XN2YM7QG4AK9XTK4,Payment for INV-2026-M00196,INV-2026-M00196,pay_XcofyA2enYNv6I,order_s4qX18Ye58hxyS,INV-2026-M00196,card,N,,37391.91,INR,
pay_RhwvZDCogzWpAW,payment,0.00,27741.94,28412.48,INR,568.25,102.29,N,Y,2026-08-24,2026-08-26,setl_cIWq7iNmNaNO7r,T5BY7BD497YWN9IB,Payment for INV-2026-M00197,INV-2026-M00197,pay_RhwvZDCogzWpAW,order_r7zqWZ3NJZSXgq,INV-2026-M00197,card,N,,28412.48,INR,
pay_bq5giBwPtWTCyY,payment,0.00,24514.19,25106.70,INR,502.13,90.38,N,Y,2026-08-14,2026-08-16,setl_IYX2r0rvdPRDKj,GQJZZSCHCCM8N4N1,Payment for INV-2026-M00198,INV-2026-M00198,pay_bq5giBwPtWTCyY,order_TQ50HvQAP9mEg4,INV-2026-M00198,card,N,,25106.70,INR,
pay_DdGflJb455E7tv,payment,0.00,28984.85,29685.43,INR,593.71,106.87,N,Y,2026-08-07,2026-08-09,setl_4aGylaCLxumvhl,G4UZ1BK275OMDMSD,Payment for INV-2026-M00199,INV-2026-M00199,pay_DdGflJb455E7tv,order_K4ExG22TfQu4qD,INV-2026-M00199,card,N,,29685.43,INR,
pay_JK5pYjyTuqZXCv,payment,0.00,5273.23,5400.68,INR,108.01,19.44,N,Y,2026-08-21,2026-08-23,setl_eA5Gz9alDlKOKM,HMIJP6AULA2MBDTD,Payment for INV-2026-M00200,INV-2026-M00200,pay_JK5pYjyTuqZXCv,order_aJpxI1EUmZC0k2,INV-2026-M00200,upi,N,,5400.68,INR,
pay_WHgFdP5oCtBXoQ,payment,0.00,4882.00,5000.00,INR,100.00,12.00,N,Y,2026-08-20,2026-08-22,setl_dFDWWnBI7gfwmP,6O05NGUVKZ5EP45L,Payment for INV-2026-M00201,INV-2026-M00201,pay_WHgFdP5oCtBXoQ,order_HfUUczrOBsFETr,INV-2026-M00201,netbanking,N,,5000.00,INR,
pay_i09p3zd9Uuzrux,payment,0.00,6436.60,6500.00,INR,130.00,23.40,N,Y,2026-08-06,2026-08-08,setl_n5eXZlX1WZ68z1,K5WVVIBXVBXIBN5M,Payment for INV-2026-M00202,INV-2026-M00202,pay_i09p3zd9Uuzrux,order_QFDZegGq9QHFQq,INV-2026-M00202,card,N,,6500.00,INR,
